[2026-08-01T17:07:13.721348+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="wow"
[2026-08-04T15:37:14.400966+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="EAT A BANANAN"
[2026-08-04T15:37:20.218644+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="OK ILL TRY"
[2026-08-04T15:37:24.303787+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="but bananas are peak"
[2026-08-04T15:37:33.357008+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="https://klipy.com/gifs/banana-len-1"
[2026-08-04T15:37:41.663071+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="guys i found out how to bypass antifirefox white screen on ck12"
[2026-08-04T15:37:43.792852+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="just put in a bad url"
[2026-08-04T15:37:47.733749+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="😭"
[2026-08-04T15:38:07.648190+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="oh"
[2026-08-04T15:38:08.290235+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="heh"
[2026-08-04T15:38:09.890169+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="we dont have"
[2026-08-04T15:38:11.807818+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="bananas"
[2026-08-04T15:38:16.855132+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="eat an apple hen"
[2026-08-04T15:38:21.780875+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="for clarification"
[2026-08-04T15:38:22.664744+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="NOT"
[2026-08-04T15:38:25.858814+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="an apple hen"
[2026-08-04T15:38:34.171436+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="eat an apple then is what i said"
[2026-08-04T15:38:35.763249+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="not hen"
[2026-08-04T15:38:38.320102+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="hens arent apples"
[2026-08-04T15:38:45.446044+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="they are chickens"
[2026-08-04T15:38:46.626048+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="probably (3)"
[2026-08-04T15:38:49.682997+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="idk"
[2026-08-04T15:38:53.976841+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="i might be remebring rong"
[2026-08-04T15:39:09.630932+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="no your correct"
[2026-08-04T15:39:14.422148+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="oh ol"
[2026-08-04T15:39:14.539269+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="i think"
[2026-08-04T15:43:23.434195+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="im going to throw up"
[2026-08-04T15:43:26.179836+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="why did i watch that"
[2026-08-04T15:43:46.268556+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="i didnt have ANYtHING better to do"
[2026-08-04T15:44:00.014092+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="sometimes i wish i could yell at myself"
[2026-08-04T15:45:14.385304+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="watch what"
[2026-08-04T15:45:23.433087+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="a thing"
[2026-08-04T15:45:27.163054+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="on something disgusting"
[2026-08-04T15:45:48.439063+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="well if you look in #cool animations  in xpon theres a cool animation some dude made"
[2026-08-04T15:46:13.489417+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="ok"
[2026-08-04T15:46:20.944183+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="now bye i have to sckool"
[2026-08-04T15:47:08.439457+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="did you know that back in the day they would do something called the blood angel where they would slice someones ribcage apart in the center and spread it out then pull the lungs out from the gaps in the ribcage"
[2026-08-04T15:47:13.444183+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="nope"
[2026-08-04T15:47:16.638578+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="i saw that"
[2026-08-04T15:47:20.136966+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="something about blood angels"
[2026-08-04T15:47:23.667848+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="now byeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"
[2026-08-04T15:47:27.542228+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="and cool"
[2026-08-04T15:47:43.475880+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="i wanna see"
[2026-08-04T15:47:44.754587+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="show me"
[2026-08-04T15:47:55.940393+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="respectfully"
[2026-08-04T15:48:07.107776+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="i dont want to go back and find the video"
[2026-08-04T15:48:12.549602+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="i dont even want to think about it"
[2026-08-04T15:48:18.619099+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="it was so horribly disgusting"
[2026-08-04T15:48:34.916901+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="like 5 seconds ago i was starving and now im not even hungry"
[2026-08-04T15:55:56.559565+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="i actually almost fucking threw up what"
[2026-08-04T15:56:13.168848+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="please see a doctor"
[2026-08-04T15:56:16.470111+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="thats not good"
[2026-08-04T15:59:36.443447+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="im prolly gONNA PASS OUT AGAIN IF I DONT EAT SOMETHING"
[2026-08-04T15:59:43.394297+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="BUT I DONT WANT TO EAT SHIT"
[2026-08-04T15:59:47.549413+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="maybe drink some water first"
[2026-08-04T16:00:38.053115+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="and eat something bland like cereal so you dont throw up"
[2026-08-04T16:00:49.857605+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="twi eat shit"
[2026-08-04T16:00:58.270874+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="..."
[2026-08-04T16:01:09.660295+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="thats not the best phrasing"
[2026-08-04T16:01:16.048058+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="o lo"
[2026-08-04T16:04:45.312175+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="FAJ"
[2026-08-04T16:04:46.591019+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="FAH"
[2026-08-04T16:04:47.553986+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="WHAT"
[2026-08-04T16:04:51.477461+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="😭"
[2026-08-04T16:04:56.175604+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="YO"
[2026-08-04T16:04:58.731152+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="XD"
[2026-08-04T16:12:05.676347+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="chat important poll"
[2026-08-04T16:13:29.064232+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content=""
[2026-08-04T16:16:35.326073+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="aaaaaa its so annoying"
[2026-08-04T16:16:58.544658+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="ok im gonna take it off"
[2026-08-04T16:17:03.049724+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="i cant stand it anymore"
[2026-08-04T16:17:26.667315+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="ok im still alive"
[2026-08-04T16:17:28.703740+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="yay"
[2026-08-04T16:21:10.941177+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="huh"
[2026-08-04T16:21:34.528283+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="the bandage thingy on my arm from getting my blood taken"
[2026-08-04T16:29:02.933559+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="ok"
[2026-08-04T16:29:48.624957+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="ohhhhhhhhhhmygod"
[2026-08-04T16:31:34.372091+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="what?"
[2026-08-04T16:37:01.956302+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="nvm"
[2026-08-04T16:56:55.825859+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="guys"
[2026-08-04T16:56:58.128630+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="yes or no"
[2026-08-04T16:58:15.124521+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="guys"
[2026-08-04T16:58:17.043550+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="guYYSSS"
[2026-08-04T16:58:18.959818+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="hellooo"
[2026-08-04T16:58:20.881364+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="HELLOO"
[2026-08-04T16:58:27.906068+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="if you dont answer im going to ask chatgpt"
[2026-08-04T17:01:53.444876+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="NO"
[2026-08-04T17:02:02.730298+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="THAT'S YOUR IV"
[2026-08-04T17:02:06.231221+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="DON'T TAKE IT OF"
[2026-08-04T17:02:11.069946+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="YOU STUPID BUTCH"
[2026-08-04T17:03:43.780427+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="to what"
[2026-08-04T17:04:35.212016+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="if your talking to me it was just a bandage thingy"
[2026-08-04T17:05:16.080971+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="it was a peice of gauze they taped to my arm before sending me home"
[2026-08-04T17:05:24.618461+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="o"
[2026-08-04T17:05:29.524895+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="Ojai"
[2026-08-04T17:05:39.280516+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="autocorrect is high"
[2026-08-04T17:05:54.879873+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="i didnt have an iv they just took like 8 vials of blood for some reason"
[2026-08-04T17:06:01.901340+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="idk why they need that much"
[2026-08-04T17:06:47.594500+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="taking off the bandage thingy hurt worse than actually getting my blood taken"
[2026-08-04T17:10:21.432993+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="just pick"
[2026-08-04T17:10:36.343040+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="....."
[2026-08-04T17:10:41.240742+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="this is a diffucult desicion"
[2026-08-04T17:22:32.756566+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="just"
[2026-08-04T17:22:33.420854+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="pick"
[2026-08-04T17:26:59.520594+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="i ripped off so much lip skin now im bleeding"
[2026-08-04T17:27:01.115975+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="a lot"
[2026-08-04T17:27:06.229014+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="fuck"
[2026-08-04T17:27:10.702839+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="i can feel it running down my facve"
[2026-08-04T17:27:12.988336+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="a"
[2026-08-04T17:27:15.081946+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="A"
[2026-08-04T17:27:24.445124+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="WHAT THE FUCK DO I DO NOW"
[2026-08-04T17:27:33.385272+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="ITS GETTING ON MY HANDS"
[2026-08-04T17:27:38.066863+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="AH"
[2026-08-04T17:29:06.143993+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="HELP"
[2026-08-04T17:33:56.028654+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="im just gonna go eat something with a lot of calories now"
